2748it [0:00:12 bound:0 nc:  6 ncall:7.6e+03 eff:36.0% logz-ratio=-7.30+/-0.05 dlogz:1.55e+04>0.1]
5895it [0:01:12 bound:0 nc:  6 ncall:4.8e+04 eff:12.3% logz-ratio=1032.46+/-0.07 dlogz:1.44e+04>0.1]
6590it [0:02:32 bound:2 nc:1014 ncall:6.9e+04 eff:9.6% logz-ratio=1338.97+/-0.07 dlogz:1.41e+04>0.1]
6749it [0:04:23 bound:4 nc:984 ncall:2.3e+05 eff:3.0% logz-ratio=1416.16+/-0.07 dlogz:1.41e+04>0.1]
6908it [0:06:17 bound:6 nc:1139 ncall:3.9e+05 eff:1.8% logz-ratio=1507.99+/-0.07 dlogz:1.4e+04>0.1]
7066it [0:08:13 bound:8 nc:904 ncall:5.5e+05 eff:1.3% logz-ratio=1597.75+/-0.07 dlogz:1.39e+04>0.1]
7145it [0:09:18 bound:9 nc:2008 ncall:6.3e+05 eff:1.1% logz-ratio=1649.93+/-0.07 dlogz:1.38e+04>0.1]
7301it [0:11:08 bound:11 nc:838 ncall:7.9e+05 eff:0.9% logz-ratio=1761.35+/-0.07 dlogz:1.37e+04>0.1]
7460it [0:12:26 bound:13 nc:616 ncall:9.1e+05 eff:0.8% logz-ratio=1872.05+/-0.07 dlogz:1.36e+04>0.1]
7619it [0:13:43 bound:15 nc:795 ncall:1.0e+06 eff:0.7% logz-ratio=1992.10+/-0.07 dlogz:1.35e+04>0.1]
7776it [0:14:52 bound:17 nc:503 ncall:1.1e+06 eff:0.7% logz-ratio=2098.19+/-0.07 dlogz:1.34e+04>0.1]
7928it [0:15:59 bound:19 nc:470 ncall:1.2e+06 eff:0.7% logz-ratio=2206.01+/-0.07 dlogz:1.33e+04>0.1]
8082it [0:17:15 bound:21 nc:593 ncall:1.3e+06 eff:0.6% logz-ratio=2318.98+/-0.07 dlogz:1.32e+04>0.1]
8238it [0:18:47 bound:23 nc:904 ncall:1.4e+06 eff:0.6% logz-ratio=2468.39+/-0.07 dlogz:1.31e+04>0.1]
8397it [0:20:20 bound:25 nc:678 ncall:1.6e+06 eff:0.5% logz-ratio=2602.43+/-0.07 dlogz:1.29e+04>0.1]
8550it [0:21:41 bound:27 nc:656 ncall:1.7e+06 eff:0.5% logz-ratio=2750.02+/-0.07 dlogz:1.33e+04>0.1]
8707it [0:22:57 bound:29 nc:630 ncall:1.8e+06 eff:0.5% logz-ratio=2916.74+/-0.08 dlogz:1.36e+04>0.1]
8861it [0:24:12 bound:31 nc:730 ncall:1.9e+06 eff:0.5% logz-ratio=3067.53+/-0.07 dlogz:1.34e+04>0.1]
9017it [0:26:03 bound:33 nc:788 ncall:2.0e+06 eff:0.4% logz-ratio=3230.80+/-0.07 dlogz:1.33e+04>0.1]
9023it [0:27:22 bound:33 nc:996 ncall:2.0e+06 eff:0.4% logz-ratio=3237.34+/-0.08 dlogz:1.33e+04>0.1]
9174it [0:28:54 bound:35 nc:705 ncall:2.2e+06 eff:0.4% logz-ratio=3379.02+/-0.08 dlogz:1.31e+04>0.1]
9326it [0:30:20 bound:37 nc:854 ncall:2.3e+06 eff:0.4% logz-ratio=3557.49+/-0.07 dlogz:1.29e+04>0.1]
9484it [0:31:45 bound:39 nc:766 ncall:2.4e+06 eff:0.4% logz-ratio=3717.62+/-0.07 dlogz:1.28e+04>0.1]
9640it [0:33:12 bound:41 nc:891 ncall:2.5e+06 eff:0.4% logz-ratio=3889.25+/-0.08 dlogz:1.26e+04>0.1]
9795it [0:34:44 bound:43 nc:589 ncall:2.6e+06 eff:0.4% logz-ratio=4077.05+/-0.07 dlogz:1.24e+04>0.1]
9953it [0:36:22 bound:45 nc:994 ncall:2.8e+06 eff:0.4% logz-ratio=4250.20+/-0.08 dlogz:1.23e+04>0.1]
10111it [0:38:01 bound:47 nc:828 ncall:2.9e+06 eff:0.3% logz-ratio=4425.03+/-0.07 dlogz:1.21e+04>0.1]
10268it [0:39:44 bound:49 nc:1024 ncall:3.0e+06 eff:0.3% logz-ratio=4609.27+/-0.08 dlogz:1.19e+04>0.1]
10427it [0:41:26 bound:51 nc:934 ncall:3.2e+06 eff:0.3% logz-ratio=4770.34+/-0.08 dlogz:1.17e+04>0.1]
10585it [0:43:12 bound:53 nc:946 ncall:3.3e+06 eff:0.3% logz-ratio=4940.40+/-0.08 dlogz:1.16e+04>0.1]
10739it [0:45:04 bound:55 nc:1497 ncall:3.5e+06 eff:0.3% logz-ratio=5150.50+/-0.08 dlogz:1.14e+04>0.1]
10897it [0:47:00 bound:57 nc:892 ncall:3.6e+06 eff:0.3% logz-ratio=5327.21+/-0.08 dlogz:1.12e+04>0.1]
11055it [0:49:00 bound:59 nc:1230 ncall:3.8e+06 eff:0.3% logz-ratio=5512.88+/-0.08 dlogz:1.12e+04>0.1]
11212it [0:50:59 bound:61 nc:1140 ncall:3.9e+06 eff:0.3% logz-ratio=5717.46+/-0.08 dlogz:1.1e+04>0.1]
11289it [0:52:02 bound:62 nc:1080 ncall:4.0e+06 eff:0.3% logz-ratio=5794.21+/-0.08 dlogz:1.1e+04>0.1]
11369it [0:53:02 bound:63 nc:1180 ncall:4.1e+06 eff:0.3% logz-ratio=5924.41+/-0.08 dlogz:1.08e+04>0.1]
11447it [0:54:05 bound:64 nc:940 ncall:4.2e+06 eff:0.3% logz-ratio=6007.87+/-0.08 dlogz:1.07e+04>0.1]
11527it [0:55:08 bound:65 nc:938 ncall:4.3e+06 eff:0.3% logz-ratio=6128.35+/-0.08 dlogz:1.06e+04>0.1]
11602it [0:56:09 bound:66 nc:1047 ncall:4.4e+06 eff:0.3% logz-ratio=6240.17+/-0.08 dlogz:1.05e+04>0.1]
11681it [0:57:10 bound:67 nc:899 ncall:4.4e+06 eff:0.3% logz-ratio=6366.43+/-0.08 dlogz:1.04e+04>0.1]
11758it [0:58:12 bound:68 nc:1203 ncall:4.5e+06 eff:0.3% logz-ratio=6457.51+/-0.08 dlogz:1.03e+04>0.1]
11768it [0:59:38 bound:68 nc:1019 ncall:4.5e+06 eff:0.3% logz-ratio=6473.71+/-0.08 dlogz:1.03e+04>0.1]
11836it [1:00:42 bound:69 nc:1058 ncall:4.6e+06 eff:0.3% logz-ratio=6585.00+/-0.08 dlogz:1.02e+04>0.1]
11914it [1:01:44 bound:70 nc:823 ncall:4.7e+06 eff:0.3% logz-ratio=6724.81+/-0.08 dlogz:1e+04>0.1]
12070it [1:03:47 bound:72 nc:951 ncall:4.9e+06 eff:0.2% logz-ratio=6932.62+/-0.08 dlogz:9.82e+03>0.1]
12150it [1:04:51 bound:73 nc:1251 ncall:5.0e+06 eff:0.2% logz-ratio=7064.06+/-0.08 dlogz:9.69e+03>0.1]
12229it [1:05:51 bound:74 nc:1165 ncall:5.0e+06 eff:0.2% logz-ratio=7162.23+/-0.08 dlogz:9.59e+03>0.1]
12308it [1:06:55 bound:75 nc:1295 ncall:5.1e+06 eff:0.2% logz-ratio=7260.65+/-0.08 dlogz:9.5e+03>0.1]
12387it [1:07:58 bound:76 nc:1090 ncall:5.2e+06 eff:0.2% logz-ratio=7390.93+/-0.08 dlogz:9.37e+03>0.1]
12465it [1:09:03 bound:77 nc:1013 ncall:5.3e+06 eff:0.2% logz-ratio=7498.93+/-0.08 dlogz:9.26e+03>0.1]
12543it [1:10:09 bound:78 nc:1427 ncall:5.4e+06 eff:0.2% logz-ratio=7629.72+/-0.08 dlogz:9.13e+03>0.1]
12623it [1:11:13 bound:79 nc:1039 ncall:5.5e+06 eff:0.2% logz-ratio=7718.81+/-0.08 dlogz:9.04e+03>0.1]
12702it [1:12:15 bound:80 nc:1065 ncall:5.6e+06 eff:0.2% logz-ratio=7852.60+/-0.08 dlogz:8.9e+03>0.1]
12778it [1:13:20 bound:81 nc:617 ncall:5.6e+06 eff:0.2% logz-ratio=7960.79+/-0.08 dlogz:8.8e+03>0.1]
12856it [1:14:22 bound:82 nc:1318 ncall:5.7e+06 eff:0.2% logz-ratio=8074.51+/-0.08 dlogz:8.68e+03>0.1]
12935it [1:15:31 bound:83 nc:805 ncall:5.8e+06 eff:0.2% logz-ratio=8191.42+/-0.08 dlogz:8.56e+03>0.1]
13013it [1:16:32 bound:84 nc:1030 ncall:5.9e+06 eff:0.2% logz-ratio=8303.65+/-0.08 dlogz:8.45e+03>0.1]
13092it [1:17:37 bound:85 nc:969 ncall:6.0e+06 eff:0.2% logz-ratio=8441.61+/-0.08 dlogz:8.32e+03>0.1]
13172it [1:18:42 bound:86 nc:1082 ncall:6.1e+06 eff:0.2% logz-ratio=8556.13+/-0.08 dlogz:8.2e+03>0.1]
13249it [1:19:44 bound:87 nc:818 ncall:6.2e+06 eff:0.2% logz-ratio=8677.40+/-0.08 dlogz:8.08e+03>0.1]
13329it [1:20:46 bound:88 nc:701 ncall:6.2e+06 eff:0.2% logz-ratio=8780.13+/-0.08 dlogz:7.98e+03>0.1]
13406it [1:21:52 bound:89 nc:933 ncall:6.3e+06 eff:0.2% logz-ratio=8899.83+/-0.08 dlogz:8.01e+03>0.1]
13486it [1:22:54 bound:90 nc:1420 ncall:6.4e+06 eff:0.2% logz-ratio=9028.57+/-0.08 dlogz:7.88e+03>0.1]
13564it [1:24:00 bound:91 nc:727 ncall:6.5e+06 eff:0.2% logz-ratio=9139.85+/-0.09 dlogz:7.77e+03>0.1]
13640it [1:25:03 bound:92 nc:658 ncall:6.6e+06 eff:0.2% logz-ratio=9258.63+/-0.08 dlogz:7.65e+03>0.1]
13716it [1:26:06 bound:93 nc:1106 ncall:6.7e+06 eff:0.2% logz-ratio=9376.01+/-0.09 dlogz:7.54e+03>0.1]
13794it [1:27:10 bound:94 nc:1054 ncall:6.7e+06 eff:0.2% logz-ratio=9510.58+/-0.08 dlogz:7.4e+03>0.1]
13874it [1:28:16 bound:95 nc:1169 ncall:6.8e+06 eff:0.2% logz-ratio=9609.77+/-0.08 dlogz:7.71e+03>0.1]
13953it [1:29:19 bound:96 nc:2411 ncall:6.9e+06 eff:0.2% logz-ratio=9717.08+/-0.08 dlogz:7.6e+03>0.1]
14031it [1:30:24 bound:97 nc:1329 ncall:7.0e+06 eff:0.2% logz-ratio=9833.31+/-0.08 dlogz:7.48e+03>0.1]
14037it [1:31:48 bound:97 nc:382 ncall:7.0e+06 eff:0.2% logz-ratio=9841.17+/-0.09 dlogz:7.48e+03>0.1]
14107it [1:32:55 bound:98 nc:1215 ncall:7.1e+06 eff:0.2% logz-ratio=9948.54+/-0.08 dlogz:7.37e+03>0.1]
14186it [1:34:01 bound:99 nc:887 ncall:7.2e+06 eff:0.2% logz-ratio=10078.74+/-0.08 dlogz:7.24e+03>0.1]
14264it [1:35:05 bound:100 nc:1280 ncall:7.3e+06 eff:0.2% logz-ratio=10173.15+/-0.08 dlogz:7.15e+03>0.1]
14342it [1:36:13 bound:101 nc:1095 ncall:7.3e+06 eff:0.2% logz-ratio=10294.62+/-0.08 dlogz:7.02e+03>0.1]
14421it [1:37:21 bound:102 nc:869 ncall:7.4e+06 eff:0.2% logz-ratio=10409.88+/-0.08 dlogz:6.91e+03>0.1]
14501it [1:38:26 bound:103 nc:795 ncall:7.5e+06 eff:0.2% logz-ratio=10517.42+/-0.08 dlogz:6.8e+03>0.1]
14581it [1:39:30 bound:104 nc:1020 ncall:7.6e+06 eff:0.2% logz-ratio=10623.37+/-0.08 dlogz:6.69e+03>0.1]
14661it [1:40:36 bound:105 nc:1128 ncall:7.7e+06 eff:0.2% logz-ratio=10738.46+/-0.08 dlogz:6.58e+03>0.1]
14741it [1:41:41 bound:106 nc:933 ncall:7.8e+06 eff:0.2% logz-ratio=10838.07+/-0.08 dlogz:6.48e+03>0.1]
14820it [1:42:46 bound:107 nc:1315 ncall:7.9e+06 eff:0.2% logz-ratio=10936.95+/-0.08 dlogz:6.38e+03>0.1]
14899it [1:43:52 bound:108 nc:629 ncall:7.9e+06 eff:0.2% logz-ratio=11031.63+/-0.08 dlogz:6.29e+03>0.1]
14976it [1:44:56 bound:109 nc:1350 ncall:8.0e+06 eff:0.2% logz-ratio=11139.93+/-0.08 dlogz:6.18e+03>0.1]
15056it [1:45:58 bound:110 nc:1067 ncall:8.1e+06 eff:0.2% logz-ratio=11239.22+/-0.08 dlogz:6.08e+03>0.1]
15135it [1:47:04 bound:111 nc:1140 ncall:8.2e+06 eff:0.2% logz-ratio=11337.49+/-0.08 dlogz:5.98e+03>0.1]
15215it [1:48:12 bound:112 nc:1290 ncall:8.3e+06 eff:0.2% logz-ratio=11451.73+/-0.09 dlogz:5.87e+03>0.1]
15294it [1:49:22 bound:113 nc:997 ncall:8.4e+06 eff:0.2% logz-ratio=11563.12+/-0.08 dlogz:5.79e+03>0.1]
15373it [1:50:29 bound:114 nc:1049 ncall:8.5e+06 eff:0.2% logz-ratio=11654.23+/-0.09 dlogz:5.7e+03>0.1]
15452it [1:51:33 bound:115 nc:927 ncall:8.5e+06 eff:0.2% logz-ratio=11757.62+/-0.09 dlogz:5.59e+03>0.1]
15532it [1:52:42 bound:116 nc:1196 ncall:8.6e+06 eff:0.2% logz-ratio=11840.61+/-0.08 dlogz:5.51e+03>0.1]
15611it [1:53:43 bound:117 nc:1137 ncall:8.7e+06 eff:0.2% logz-ratio=11931.42+/-0.08 dlogz:5.42e+03>0.1]
15690it [1:54:52 bound:118 nc:937 ncall:8.8e+06 eff:0.2% logz-ratio=12033.90+/-0.08 dlogz:5.32e+03>0.1]
15768it [1:56:04 bound:119 nc:1319 ncall:8.9e+06 eff:0.2% logz-ratio=12132.07+/-0.08 dlogz:5.22e+03>0.1]
15847it [1:57:10 bound:120 nc:975 ncall:9.0e+06 eff:0.2% logz-ratio=12203.85+/-0.08 dlogz:5.15e+03>0.1]
15925it [1:58:18 bound:121 nc:1207 ncall:9.0e+06 eff:0.2% logz-ratio=12285.61+/-0.08 dlogz:5.07e+03>0.1]
16004it [1:59:29 bound:122 nc:783 ncall:9.1e+06 eff:0.2% logz-ratio=12368.90+/-0.08 dlogz:4.98e+03>0.1]
16082it [2:00:33 bound:123 nc:2298 ncall:9.2e+06 eff:0.2% logz-ratio=12439.87+/-0.08 dlogz:4.91e+03>0.1]
16162it [2:01:40 bound:124 nc:828 ncall:9.3e+06 eff:0.2% logz-ratio=12524.69+/-0.09 dlogz:4.83e+03>0.1]
16241it [2:02:47 bound:125 nc:752 ncall:9.4e+06 eff:0.2% logz-ratio=12594.18+/-0.08 dlogz:4.76e+03>0.1]
16245it [2:04:26 bound:125 nc:1234 ncall:9.4e+06 eff:0.2% logz-ratio=12597.29+/-0.09 dlogz:4.75e+03>0.1]
16320it [2:05:38 bound:126 nc:1228 ncall:9.5e+06 eff:0.2% logz-ratio=12670.77+/-0.08 dlogz:4.68e+03>0.1]
16400it [2:06:45 bound:127 nc:833 ncall:9.6e+06 eff:0.2% logz-ratio=12738.55+/-0.09 dlogz:4.61e+03>0.1]
16479it [2:07:55 bound:128 nc:1319 ncall:9.7e+06 eff:0.2% logz-ratio=12815.67+/-0.08 dlogz:4.54e+03>0.1]
